t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000168036	ENST00000642986	reg_67	ENST00000642986.44	one2one
ENSG00000168036	ENST00000642992	reg_67	ENST00000642992.44	one2one
ENSG00000168036	ENST00000642836	reg_67	ENST00000642836.44	one2one
ENSG00000168036	ENST00000644524	reg_67	ENST00000644524.44	one2one
ENSG00000022355	ENST00000635880	reg_7361	ENST00000635880.28	one2one
ENSG00000022355	ENST00000393943	reg_7361	ENST00000393943.28	one2one
ENSG00000022355	ENST00000637827	reg_7361	ENST00000637827.28	one2one
ENSG00000022355	ENST00000638112	reg_7361	ENST00000638112.28	one2one
ENSG00000022355	ENST00000428797	reg_7361	ENST00000428797.28	one2one
ENSG00000022355	ENST00000437025	reg_7361	ENST00000437025.28	one2one
ENSG00000022355	ENST00000636573	reg_7361	ENST00000636573.28	one2one
ENSG00000022355	ENST00000638159	reg_7361	ENST00000638159.28	one2one
ENSG00000022355	ENST00000023897	reg_7361	ENST00000023897.28	one2one
ENSG00000111817	ENST00000644252	reg_6005	ENST00000644252.6	one2one
ENSG00000111817	ENST00000452085	reg_6005	ENST00000452085.6	one2one
ENSG00000111817	ENST00000331677	reg_6005	ENST00000331677.6	one2one
ENSG00000172208	ENST00000624868	reg_17971	ENST00000624868.73	one2many
ENSG00000172208	ENST00000624868	reg_17878	ENST00000624868.62	one2many
ENSG00000137337	ENST00000376406	reg_15936	ENST00000376406.6	one2one
ENSG00000163527	ENST00000295770	reg_12499	ENST00000295770.34	one2one
ENSG00000232040	ENST00000646382	reg_16128	ENST00000646382.6	one2one
ENSG00000232040	ENST00000452236	reg_16128	ENST00000452236.6	one2one
ENSG00000179008	ENST00000321731	reg_9108	ENST00000321731.13	one2one
ENSG00000052749	ENST00000370992	reg_9751	ENST00000370992.7	one2one
ENSG00000052749	ENST00000536831	reg_9751	ENST00000536831.7	one2one
ENSG00000052749	ENST00000414986	reg_9751	ENST00000414986.7	one2one
ENSG00000052749	ENST00000315563	reg_9751	ENST00000315563.7	one2one
ENSG00000137767	ENST00000260324	reg_5189	ENST00000260324.38	one2one
ENSG00000137767	ENST00000568606	reg_5189	ENST00000568606.38	one2one
ENSG00000174891	ENST00000475278	reg_11916	ENST00000475278.3	one2one
ENSG00000174891	ENST00000295930	reg_11916	ENST00000295930.3	one2one
ENSG00000174891	ENST00000312179	reg_11916	ENST00000312179.3	one2one
ENSG00000174891	ENST00000480820	reg_11916	ENST00000480820.3	one2one
ENSG00000174891	ENST00000611884	reg_11916	ENST00000611884.3	one2one
ENSG00000174891	ENST00000464171	reg_11916	ENST00000464171.3	one2one
ENSG00000196338	ENST00000536169	reg_5491	ENST00000536169.2	one2one
ENSG00000196338	ENST00000358741	reg_5491	ENST00000358741.2	one2one
ENSG00000196338	ENST00000374051	reg_5491	ENST00000374051.2	one2one
ENSG00000147862	ENST00000397575	reg_12864	ENST00000397575.10	one2one
ENSG00000147862	ENST00000397579	reg_12864	ENST00000397579.10	one2one
ENSG00000147862	ENST00000397581	reg_12864	ENST00000397581.10	one2one
ENSG00000147862	ENST00000646622	reg_12864	ENST00000646622.10	one2one
ENSG00000147862	ENST00000380953	reg_12864	ENST00000380953.10	one2one
ENSG00000163626	ENST00000507544	reg_4308	ENST00000507544.11	one2one
ENSG00000163626	ENST00000295890	reg_4308	ENST00000295890.11	one2one
ENSG00000132561	ENST00000521689	reg_14399	ENST00000521689.5	one2one
ENSG00000132561	ENST00000520016	reg_14399	ENST00000520016.5	one2one
ENSG00000132561	ENST00000524308	reg_14399	ENST00000524308.5	one2one
ENSG00000132561	ENST00000254898	reg_14399	ENST00000254898.5	one2one
ENSG00000156256	ENST00000334352	reg_455	ENST00000334352.33	one2one
ENSG00000156256	ENST00000399976	reg_455	ENST00000399976.33	one2one
ENSG00000156256	ENST00000399975	reg_455	ENST00000399975.33	one2one
ENSG00000118113	ENST00000236826	reg_8562	ENST00000236826.27	one2one
ENSG00000146425	ENST00000367089	reg_16091	ENST00000367089.6	one2one
ENSG00000253309	ENST00000400389	reg_16481	ENST00000400389.56	one2one
ENSG00000253309	ENST00000521255	reg_16481	ENST00000521255.56	one2one
ENSG00000253309	ENST00000524365	reg_16481	ENST00000524365.56	one2one
ENSG00000215912	ENST00000401095	reg_10519	ENST00000401095.1	one2one
ENSG00000215912	ENST00000637179	reg_10519	ENST00000637179.1	one2one
ENSG00000085998	ENST00000371992	reg_10280	ENST00000371992.1	one2one
ENSG00000085998	ENST00000371984	reg_10280	ENST00000371984.1	one2one
ENSG00000064692	ENST00000261368	reg_16863	ENST00000261368.55	one2one
ENSG00000064692	ENST00000261367	reg_16863	ENST00000261367.55	one2one
ENSG00000182230	ENST00000510151	None	None	one2zero
ENSG00000182230	ENST00000253490	None	None	one2zero
ENSG00000182230	ENST00000515817	None	None	one2zero
ENSG00000177464	ENST00000323040	reg_2312	ENST00000323040.48	one2one
ENSG00000172901	ENST00000395528	reg_16851	ENST00000395528.55	one2one
ENSG00000172901	ENST00000357872	reg_16851	ENST00000357872.55	one2one
ENSG00000119888	ENST00000263735	reg_6947	ENST00000263735.21	one2one
ENSG00000119888	ENST00000405271	reg_6947	ENST00000405271.21	one2one
ENSG00000181885	ENST00000397317	reg_6277	ENST00000397317.24	one2one
ENSG00000181885	ENST00000360325	reg_6277	ENST00000360325.24	one2one
ENSG00000090924	ENST00000409797	reg_10830	ENST00000409797.48	one2one
ENSG00000090924	ENST00000425673	reg_10830	ENST00000425673.48	one2one
ENSG00000090924	ENST00000458508	reg_10830	ENST00000458508.48	one2one
ENSG00000178409	ENST00000429433	reg_16119	ENST00000429433.6	one2one
ENSG00000178409	ENST00000369042	reg_16119	ENST00000369042.6	one2one
ENSG00000172155	ENST00000326233	reg_864	ENST00000326233.17024	many2many
ENSG00000196734	ENST00000360090	reg_864	ENST00000360090.1	many2many
ENSG00000186226	ENST00000619588	reg_918	ENST00000619588.1	many2many
ENSG00000186226	ENST00000368770	reg_918	ENST00000368770.1	many2many
ENSG00000186226	ENST00000368771	reg_918	ENST00000368771.1	many2many
ENSG00000197084	ENST00000607093	reg_864	ENST00000607093.19440	many2many
ENSG00000197084	ENST00000607093	reg_918	ENST00000607093.18172	many2many
ENSG00000173452	ENST00000405764	reg_14968	ENST00000405764.8	one2one
ENSG00000173452	ENST00000405844	reg_14968	ENST00000405844.8	one2one
ENSG00000183833	ENST00000273390	reg_12443	ENST00000273390.3	one2one
ENSG00000141574	ENST00000269389	reg_6300	ENST00000269389.24	one2one
ENSG00000141574	ENST00000580437	reg_6300	ENST00000580437.24	one2one
ENSG00000135048	ENST00000377044	reg_13009	ENST00000377044.40	one2one
ENSG00000135048	ENST00000377066	reg_13009	ENST00000377066.40	one2one
ENSG00000110514	ENST00000395336	reg_17976	ENST00000395336.73	one2many
ENSG00000110514	ENST00000395336	reg_17837	ENST00000395336.62	one2many
ENSG00000110514	ENST00000395344	reg_17837	ENST00000395344.62	one2many
ENSG00000110514	ENST00000395344	reg_17976	ENST00000395344.73	one2many
ENSG00000110514	ENST00000311027	reg_17976	ENST00000311027.73	one2many
ENSG00000110514	ENST00000311027	reg_17837	ENST00000311027.62	one2many
ENSG00000110514	ENST00000407859	reg_17976	ENST00000407859.73	one2many
ENSG00000110514	ENST00000407859	reg_17837	ENST00000407859.62	one2many
ENSG00000110514	ENST00000349238	reg_17837	ENST00000349238.62	one2many
ENSG00000110514	ENST00000349238	reg_17976	ENST00000349238.73	one2many
ENSG00000110514	ENST00000402799	reg_17976	ENST00000402799.73	one2many
ENSG00000110514	ENST00000402799	reg_17837	ENST00000402799.62	one2many
ENSG00000110514	ENST00000406482	reg_17976	ENST00000406482.73	one2many
ENSG00000110514	ENST00000406482	reg_17837	ENST00000406482.62	one2many
ENSG00000110514	ENST00000342922	reg_17976	ENST00000342922.73	one2many
ENSG00000110514	ENST00000342922	reg_17837	ENST00000342922.62	one2many
ENSG00000110514	ENST00000402192	reg_17976	ENST00000402192.73	one2many
ENSG00000110514	ENST00000402192	reg_17837	ENST00000402192.62	one2many
ENSG00000183914	ENST00000572933	reg_11240	ENST00000572933.24	one2one
ENSG00000183914	ENST00000389173	reg_11240	ENST00000389173.24	one2one
ENSG00000134200	ENST00000256592	reg_1309	ENST00000256592.1	one2one
ENSG00000170906	ENST00000485876	reg_10777	ENST00000485876.48	one2one
ENSG00000170906	ENST00000471292	reg_10777	ENST00000471292.48	one2one
ENSG00000170906	ENST00000391764	reg_10777	ENST00000391764.48	one2one
ENSG00000170906	ENST00000391762	reg_10777	ENST00000391762.48	one2one
ENSG00000162595	ENST00000646789	reg_10185	ENST00000646789.1	one2one
ENSG00000162595	ENST00000370981	reg_10185	ENST00000370981.1	one2one
ENSG00000164916	ENST00000328914	reg_15673	ENST00000328914.68	one2one
ENSG00000126838	ENST00000261336	reg_13620	ENST00000261336.399	many2many
ENSG00000126838	ENST00000261336	reg_18061	ENST00000261336.7582	many2many
ENSG00000175899	ENST00000318602	reg_13815	ENST00000318602.399	many2many
ENSG00000175899	ENST00000318602	reg_18073	ENST00000318602.572	many2many
ENSG00000175899	ENST00000318602	reg_18061	ENST00000318602.70891	many2many
ENSG00000175899	ENST00000318602	reg_13936	ENST00000318602.528	many2many
ENSG00000196767	ENST00000644024	reg_5405	ENST00000644024.2	one2one
ENSG00000134294	ENST00000612232	reg_1792	ENST00000612232.22	one2one
ENSG00000134294	ENST00000256689	reg_1792	ENST00000256689.22	one2one
ENSG00000149485	ENST00000350997	reg_8395	ENST00000350997.17	one2one
ENSG00000112232	ENST00000281156	reg_6176	ENST00000281156.25	one2one
ENSG00000102172	ENST00000404933	reg_5561	ENST00000404933.2	one2one
ENSG00000102172	ENST00000379404	reg_5561	ENST00000379404.2	one2one
ENSG00000205531	ENST00000380542	reg_3876	ENST00000380542.31	one2one
ENSG00000205531	ENST00000526115	reg_3876	ENST00000526115.31	one2one
ENSG00000205531	ENST00000620138	reg_3876	ENST00000620138.31	one2one
ENSG00000146416	ENST00000275235	reg_5941	ENST00000275235.26	one2one
ENSG00000146416	ENST00000357847	reg_5941	ENST00000357847.26	one2one
ENSG00000146416	ENST00000646199	reg_5941	ENST00000646199.26	one2one
ENSG00000101911	ENST00000380668	reg_5665	ENST00000380668.2	one2one
ENSG00000101911	ENST00000398491	reg_5665	ENST00000398491.2	one2one
ENSG00000004142	ENST00000540200	reg_11290	ENST00000540200.80	one2one
ENSG00000004142	ENST00000618887	reg_11290	ENST00000618887.80	one2one
ENSG00000184347	ENST00000332966	reg_16786	ENST00000332966.28	one2one
ENSG00000184347	ENST00000404867	reg_16786	ENST00000404867.28	one2one
ENSG00000184347	ENST00000519560	reg_16786	ENST00000519560.28	one2one
ENSG00000184304	ENST00000616995	reg_8789	ENST00000616995.13	one2one
ENSG00000184304	ENST00000415220	reg_8789	ENST00000415220.13	one2one
ENSG00000184304	ENST00000331968	reg_8789	ENST00000331968.13	one2one
ENSG00000167733	ENST00000577917	reg_375	ENST00000577917.61	one2one
ENSG00000167733	ENST00000581773	reg_375	ENST00000581773.61	one2one
ENSG00000167733	ENST00000581521	reg_375	ENST00000581521.61	one2one
ENSG00000167733	ENST00000423665	reg_375	ENST00000423665.61	one2one
ENSG00000167733	ENST00000616276	reg_375	ENST00000616276.61	one2one
ENSG00000167733	ENST00000339423	reg_375	ENST00000339423.61	one2one
ENSG00000164542	ENST00000297063	reg_15025	ENST00000297063.8	one2one
ENSG00000164542	ENST00000453212	reg_15025	ENST00000453212.8	one2one
ENSG00000164542	ENST00000440378	reg_15025	ENST00000440378.8	one2one
ENSG00000164542	ENST00000415803	reg_15025	ENST00000415803.8	one2one
ENSG00000164542	ENST00000436884	reg_15025	ENST00000436884.8	one2one
ENSG00000164542	ENST00000338533	reg_15025	ENST00000338533.8	one2one
ENSG00000164542	ENST00000317020	reg_15025	ENST00000317020.8	one2one
ENSG00000078403	ENST00000377059	reg_1848	ENST00000377059.47	one2one
ENSG00000078403	ENST00000631589	reg_1848	ENST00000631589.47	one2one
ENSG00000078403	ENST00000377072	reg_1848	ENST00000377072.47	one2one
ENSG00000078403	ENST00000307729	reg_1848	ENST00000307729.47	one2one
ENSG00000181744	ENST00000315691	reg_12278	ENST00000315691.3	one2one
ENSG00000175048	ENST00000359775	reg_5785	ENST00000359775.6	one2one
ENSG00000175048	ENST00000414563	reg_5785	ENST00000414563.6	one2one
ENSG00000152034	ENST00000369212	reg_16191	ENST00000369212.6	one2one
ENSG00000152034	ENST00000281806	reg_16191	ENST00000281806.6	one2one
ENSG00000108654	ENST00000578804	reg_6370	ENST00000578804.24	one2one
ENSG00000108654	ENST00000225792	reg_6370	ENST00000225792.24	one2one
ENSG00000108654	ENST00000450599	reg_6370	ENST00000450599.24	one2one
ENSG00000168484	ENST00000520605	reg_18027	ENST00000520605.5083	one2one
ENSG00000168484	ENST00000318561	reg_18027	ENST00000318561.5083	one2one
ENSG00000168484	ENST00000521315	reg_18027	ENST00000521315.5083	one2one
ENSG00000168484	ENST00000437090	reg_18027	ENST00000437090.5083	one2one
ENSG00000105501	ENST00000534261	reg_2214	ENST00000534261.48	many2many
ENSG00000168995	ENST00000305628	reg_10729	ENST00000305628.5127	many2many
ENSG00000168995	ENST00000317643	reg_2001	ENST00000317643.25371	many2many
ENSG00000168995	ENST00000317643	reg_10729	ENST00000317643.5127	many2many
ENSG00000168995	ENST00000317643	reg_2214	ENST00000317643.136156	many2many
ENSG00000129450	ENST00000440804	reg_2264	ENST00000440804.26503	many2many
ENSG00000129450	ENST00000250360	reg_2264	ENST00000250360.26503	many2many
ENSG00000254521	ENST00000291707	reg_10665	ENST00000291707.55481	many2many
ENSG00000254521	ENST00000598614	reg_10690	ENST00000598614.651	many2many
ENSG00000142512	ENST00000353836	reg_10729	ENST00000353836.2824	many2many
ENSG00000142512	ENST00000353836	reg_2264	ENST00000353836.48	many2many
ENSG00000142512	ENST00000525998	reg_10729	ENST00000525998.2824	many2many
ENSG00000142512	ENST00000525998	reg_2264	ENST00000525998.48	many2many
ENSG00000142512	ENST00000441969	reg_10729	ENST00000441969.2824	many2many
ENSG00000142512	ENST00000441969	reg_2264	ENST00000441969.48	many2many
ENSG00000142512	ENST00000439889	reg_10729	ENST00000439889.2824	many2many
ENSG00000142512	ENST00000439889	reg_2264	ENST00000439889.48	many2many
ENSG00000142512	ENST00000339313	reg_2264	ENST00000339313.48	many2many
ENSG00000142512	ENST00000436984	reg_10729	ENST00000436984.2824	many2many
ENSG00000142512	ENST00000436984	reg_2264	ENST00000436984.48	many2many
ENSG00000105366	ENST00000321424	reg_10665	ENST00000321424.43482	many2many
ENSG00000105366	ENST00000321424	reg_10690	ENST00000321424.2824	many2many
ENSG00000105366	ENST00000321424	reg_10729	ENST00000321424.651	many2many
ENSG00000105366	ENST00000340550	reg_10690	ENST00000340550.2824	many2many
ENSG00000105366	ENST00000340550	reg_10729	ENST00000340550.651	many2many
ENSG00000065609	ENST00000369694	reg_16013	ENST00000369694.6	one2one
ENSG00000065609	ENST00000521743	reg_16013	ENST00000521743.6	one2one
ENSG00000065609	ENST00000439399	reg_16013	ENST00000439399.6	one2one
ENSG00000065609	ENST00000195649	reg_16013	ENST00000195649.6	one2one
ENSG00000065609	ENST00000521485	reg_16013	ENST00000521485.6	one2one
ENSG00000065609	ENST00000520302	reg_16013	ENST00000520302.6	one2one
ENSG00000187905	ENST00000442047	reg_13362	ENST00000442047.185	one2one
ENSG00000125779	ENST00000316562	reg_7094	ENST00000316562.35	one2many
ENSG00000125779	ENST00000316562	reg_17168	ENST00000316562.65	one2many
ENSG00000125779	ENST00000610179	reg_7094	ENST00000610179.35	one2many
ENSG00000125779	ENST00000610179	reg_17168	ENST00000610179.65	one2many
ENSG00000065526	ENST00000375759	reg_1232	ENST00000375759.1	one2one
ENSG00000174038	ENST00000354479	reg_3092	ENST00000354479.10	one2one
ENSG00000174038	ENST00000421362	reg_3092	ENST00000421362.10	one2one
ENSG00000174038	ENST00000312292	reg_3092	ENST00000312292.10	one2one
ENSG00000143515	ENST00000368489	reg_17350	ENST00000368489.36	one2one
ENSG00000143515	ENST00000672630	reg_17350	ENST00000672630.36	one2one
ENSG00000005022	ENST00000317881	reg_5539	ENST00000317881.2	one2one
ENSG00000125207	ENST00000245255	reg_14943	ENST00000245255.67	one2one
ENSG00000128891	ENST00000558750	reg_8620	ENST00000558750.38	one2one
ENSG00000128891	ENST00000416810	reg_8620	ENST00000416810.38	one2one
ENSG00000128891	ENST00000559911	reg_8620	ENST00000559911.38	one2one
ENSG00000128891	ENST00000625629	reg_8620	ENST00000625629.38	one2one
ENSG00000128891	ENST00000358005	reg_8620	ENST00000358005.38	one2one
ENSG00000128891	ENST00000560305	reg_8620	ENST00000560305.38	one2one
ENSG00000128891	ENST00000558113	reg_8620	ENST00000558113.38	one2one
ENSG00000039600	ENST00000311371	reg_16957	ENST00000311371.28	one2one
ENSG00000039600	ENST00000519442	reg_16957	ENST00000519442.28	one2one
ENSG00000039600	ENST00000265007	reg_16957	ENST00000265007.28	one2one
ENSG00000102984	ENST00000425432	reg_2106	ENST00000425432.75	one2one
ENSG00000102984	ENST00000446827	reg_2106	ENST00000446827.75	one2one
ENSG00000102984	ENST00000313565	reg_2106	ENST00000313565.75	one2one
ENSG00000102984	ENST00000565601	reg_2106	ENST00000565601.75	one2one
ENSG00000146047	ENST00000274764	reg_16070	ENST00000274764.13704	one2many
ENSG00000146047	ENST00000274764	reg_5838	ENST00000274764.6	one2many
ENSG00000151623	ENST00000625323	reg_3998	ENST00000625323.57	one2one
ENSG00000151623	ENST00000511528	reg_3998	ENST00000511528.57	one2one
ENSG00000151623	ENST00000344721	reg_3998	ENST00000344721.57	one2one
ENSG00000151623	ENST00000358102	reg_3998	ENST00000358102.57	one2one
ENSG00000151623	ENST00000512865	reg_3998	ENST00000512865.57	one2one
ENSG00000068903	ENST00000249396	reg_2287	ENST00000249396.48	one2one
ENSG00000068903	ENST00000613542	reg_2287	ENST00000613542.48	one2one
ENSG00000068903	ENST00000392081	reg_2287	ENST00000392081.48	one2one
ENSG00000196092	ENST00000358127	reg_12843	ENST00000358127.10	one2one
ENSG00000196092	ENST00000377852	reg_12843	ENST00000377852.10	one2one
ENSG00000196092	ENST00000520281	reg_12843	ENST00000520281.10	one2one
ENSG00000196092	ENST00000377853	reg_12843	ENST00000377853.10	one2one
ENSG00000196092	ENST00000414447	reg_12843	ENST00000414447.10	one2one
ENSG00000196092	ENST00000377847	reg_12843	ENST00000377847.10	one2one
ENSG00000196092	ENST00000523241	reg_12843	ENST00000523241.10	one2one
ENSG00000172831	ENST00000417689	reg_2341	ENST00000417689.23	one2one
ENSG00000172831	ENST00000317091	reg_2341	ENST00000317091.23	one2one
ENSG00000140067	ENST00000267594	reg_5212	ENST00000267594.13	one2one
ENSG00000140067	ENST00000557719	reg_5212	ENST00000557719.13	one2one
ENSG00000140067	ENST00000556222	reg_5212	ENST00000556222.13	one2one
ENSG00000140067	ENST00000557000	reg_5212	ENST00000557000.13	one2one
ENSG00000078618	ENST00000544028	reg_10183	ENST00000544028.1	one2one
ENSG00000078618	ENST00000539524	reg_10183	ENST00000539524.1	one2one
ENSG00000078618	ENST00000354831	reg_10183	ENST00000354831.1	one2one
ENSG00000078618	ENST00000352171	reg_10183	ENST00000352171.1	one2one
ENSG00000162881	ENST00000378661	reg_7246	ENST00000378661.18	one2one
ENSG00000166037	ENST00000325486	reg_7880	ENST00000325486.31	one2one
ENSG00000166037	ENST00000537677	reg_7880	ENST00000537677.31	one2one
ENSG00000166037	ENST00000325542	reg_7880	ENST00000325542.31	one2one
ENSG00000166037	ENST00000541150	reg_7880	ENST00000541150.31	one2one
ENSG00000165474	ENST00000382848	reg_16534	ENST00000382848.9	one2one
ENSG00000165474	ENST00000382844	reg_16534	ENST00000382844.9	one2one
ENSG00000198853	ENST00000455600	reg_3323	ENST00000455600.10	one2one
ENSG00000086589	ENST00000199814	reg_17067	ENST00000199814.28	one2one
ENSG00000086589	ENST00000447771	reg_17067	ENST00000447771.28	one2one
ENSG00000107130	ENST00000372398	reg_3096	ENST00000372398.10	one2one
ENSG00000107130	ENST00000630865	reg_3096	ENST00000630865.10	one2one
ENSG00000115760	ENST00000421745	reg_2846	ENST00000421745.18	one2one
ENSG00000170848	ENST00000187910	reg_2027	ENST00000187910.48	many2many
ENSG00000170848	ENST00000187910	reg_10725	ENST00000187910.133817	many2many
ENSG00000170848	ENST00000292125	reg_2027	ENST00000292125.48	many2many
ENSG00000170848	ENST00000292125	reg_10725	ENST00000292125.133817	many2many
ENSG00000105352	ENST00000221954	reg_10725	ENST00000221954.8821	many2many
ENSG00000105352	ENST00000221954	reg_1976	ENST00000221954.1966	many2many
ENSG00000105352	ENST00000221954	reg_2027	ENST00000221954.10821	many2many
ENSG00000105352	ENST00000600925	reg_10725	ENST00000600925.8821	many2many
ENSG00000105352	ENST00000600925	reg_2027	ENST00000600925.10821	many2many
ENSG00000105352	ENST00000600925	reg_1976	ENST00000600925.1966	many2many
ENSG00000170956	ENST00000630848	reg_2027	ENST00000630848.22029	many2many
ENSG00000170956	ENST00000630848	reg_1976	ENST00000630848.40470	many2many
ENSG00000170956	ENST00000630848	reg_10725	ENST00000630848.27136	many2many
ENSG00000170956	ENST00000344550	reg_1976	ENST00000344550.40470	many2many
ENSG00000170956	ENST00000344550	reg_10725	ENST00000344550.27136	many2many
ENSG00000170956	ENST00000344550	reg_2027	ENST00000344550.22029	many2many
ENSG00000170956	ENST00000357396	reg_2027	ENST00000357396.22029	many2many
ENSG00000170956	ENST00000357396	reg_1976	ENST00000357396.100	many2many
ENSG00000242221	ENST00000406487	reg_10725	ENST00000406487.38225	many2many
ENSG00000221878	ENST00000406070	reg_2027	ENST00000406070.39685	many2many
ENSG00000221878	ENST00000446844	reg_2027	ENST00000446844.39685	many2many
ENSG00000007129	ENST00000401445	reg_1976	ENST00000401445.3752	many2many
ENSG00000007129	ENST00000401445	reg_2027	ENST00000401445.4980	many2many
ENSG00000007129	ENST00000401445	reg_10725	ENST00000401445.3242	many2many
ENSG00000007129	ENST00000187608	reg_10725	ENST00000187608.3242	many2many
ENSG00000007129	ENST00000187608	reg_1976	ENST00000187608.3752	many2many
ENSG00000007129	ENST00000187608	reg_2027	ENST00000187608.4980	many2many
ENSG00000183668	ENST00000244293	reg_10725	ENST00000244293.4237	many2many
ENSG00000183668	ENST00000621109	reg_2027	ENST00000621109.27332	many2many
ENSG00000183668	ENST00000621109	reg_10725	ENST00000621109.4237	many2many
ENSG00000183668	ENST00000270077	reg_2027	ENST00000270077.27332	many2many
ENSG00000183668	ENST00000270077	reg_10725	ENST00000270077.4237	many2many
ENSG00000183668	ENST00000270077	reg_10725	ENST00000270077.28327	many2many
ENSG00000086548	ENST00000199764	reg_1976	ENST00000199764.100	many2many
ENSG00000086548	ENST00000199764	reg_10725	ENST00000199764.4124	many2many
ENSG00000086548	ENST00000199764	reg_2027	ENST00000199764.15492	many2many
ENSG00000007306	ENST00000006724	reg_1976	ENST00000006724.8561	many2many
ENSG00000007306	ENST00000006724	reg_2027	ENST00000006724.1966	many2many
ENSG00000007306	ENST00000006724	reg_10725	ENST00000006724.1419	many2many
ENSG00000007306	ENST00000401731	reg_2027	ENST00000401731.1966	many2many
ENSG00000007306	ENST00000401731	reg_1976	ENST00000401731.8561	many2many
ENSG00000007306	ENST00000401731	reg_10725	ENST00000401731.1419	many2many
ENSG00000124469	ENST00000244336	reg_1976	ENST00000244336.48	many2many
ENSG00000124469	ENST00000244336	reg_2027	ENST00000244336.4687	many2many
ENSG00000105388	ENST00000398599	reg_10725	ENST00000398599.48	many2many
ENSG00000105388	ENST00000221992	reg_10725	ENST00000221992.48	many2many
ENSG00000105388	ENST00000221992	reg_2027	ENST00000221992.100	many2many
ENSG00000105388	ENST00000405816	reg_2027	ENST00000405816.100	many2many
ENSG00000105388	ENST00000405816	reg_10725	ENST00000405816.48	many2many
ENSG00000105388	ENST00000617332	reg_10725	ENST00000617332.48	many2many
ENSG00000105388	ENST00000617332	reg_2027	ENST00000617332.100	many2many
ENSG00000221826	ENST00000614582	reg_10725	ENST00000614582.8728	many2many
ENSG00000221826	ENST00000327495	reg_10725	ENST00000327495.8728	many2many
ENSG00000243130	ENST00000320078	reg_10725	ENST00000320078.29661	many2many
ENSG00000079385	ENST00000161559	reg_10725	ENST00000161559.304	many2many
ENSG00000079385	ENST00000161559	reg_2027	ENST00000161559.4889	many2many
ENSG00000079385	ENST00000161559	reg_1976	ENST00000161559.10549	many2many
ENSG00000079385	ENST00000358394	reg_10725	ENST00000358394.304	many2many
ENSG00000079385	ENST00000358394	reg_2027	ENST00000358394.4889	many2many
ENSG00000079385	ENST00000358394	reg_1976	ENST00000358394.10549	many2many
ENSG00000079385	ENST00000403444	reg_10725	ENST00000403444.304	many2many
ENSG00000079385	ENST00000403444	reg_1976	ENST00000403444.10549	many2many
ENSG00000079385	ENST00000403444	reg_2027	ENST00000403444.4889	many2many
ENSG00000079385	ENST00000352591	reg_1976	ENST00000352591.10549	many2many
ENSG00000079385	ENST00000352591	reg_2027	ENST00000352591.4889	many2many
ENSG00000079385	ENST00000352591	reg_10725	ENST00000352591.304	many2many
ENSG00000079385	ENST00000599389	reg_10725	ENST00000599389.304	many2many
ENSG00000079385	ENST00000599389	reg_1976	ENST00000599389.10549	many2many
ENSG00000079385	ENST00000599389	reg_2027	ENST00000599389.4889	many2many
ENSG00000005436	ENST00000409857	reg_2821	ENST00000409857.21	one2one
ENSG00000005436	ENST00000321027	reg_2821	ENST00000321027.21	one2one
ENSG00000106665	ENST00000361545	reg_15635	ENST00000361545.138	one2one
ENSG00000106665	ENST00000223398	reg_15635	ENST00000223398.138	one2one
ENSG00000129535	ENST00000561028	reg_8745	ENST00000561028.13	one2one
ENSG00000129535	ENST00000396997	reg_8745	ENST00000396997.13	one2one
ENSG00000129535	ENST00000397002	reg_8745	ENST00000397002.13	one2one
ENSG00000135426	ENST00000532804	reg_1691	ENST00000532804.22	one2one
ENSG00000135426	ENST00000531122	reg_1691	ENST00000531122.22	one2one
ENSG00000135426	ENST00000316577	reg_1691	ENST00000316577.22	one2one
ENSG00000135426	ENST00000449076	reg_1691	ENST00000449076.22	one2one
ENSG00000135426	ENST00000524622	reg_1691	ENST00000524622.22	one2one
ENSG00000187742	ENST00000339901	reg_13176	ENST00000339901.69	one2one
ENSG00000187742	ENST00000534113	reg_13176	ENST00000534113.69	one2one
ENSG00000187742	ENST00000375807	reg_13176	ENST00000375807.69	one2one
ENSG00000179058	ENST00000372478	reg_12900	ENST00000372478.10	one2one
ENSG00000122085	ENST00000391980	reg_3630	ENST00000391980.16	one2one
ENSG00000122085	ENST00000614476	reg_3630	ENST00000614476.16	one2one
ENSG00000132589	ENST00000585169	reg_11540	ENST00000585169.80	one2one
ENSG00000132589	ENST00000394906	reg_11540	ENST00000394906.80	one2one
ENSG00000132589	ENST00000394908	reg_11540	ENST00000394908.80	one2one
ENSG00000163154	ENST00000368910	reg_1370	ENST00000368910.1	one2one
ENSG00000129467	ENST00000310677	reg_9101	ENST00000310677.13	one2one
ENSG00000129467	ENST00000418030	reg_9101	ENST00000418030.13	one2one
ENSG00000129467	ENST00000554068	reg_9101	ENST00000554068.13	one2one
ENSG00000116745	ENST00000262340	reg_10440	ENST00000262340.1	one2one
ENSG00000176253	ENST00000641664	reg_17943	ENST00000641664.4594	one2one
ENSG00000176253	ENST00000641904	reg_17943	ENST00000641904.4594	one2one
ENSG00000176253	ENST00000315693	reg_17943	ENST00000315693.4594	one2one
ENSG00000093010	ENST00000449653	reg_13258	ENST00000449653.121	one2one
ENSG00000093010	ENST00000361682	reg_13258	ENST00000361682.121	one2one
